test_method,detected_smells
"@Test
  public void testOldFormat() throws IOException {
    //Make sure we still correctly write the old format if desired.
    
    //Write the data array with old ObjectWritable API
    //which will set allowCompactArrays false.
    ObjectWritable.writeObject(out, i, i.getClass(), null);

    //Get ready to read it back
    in.reset(out.getData(), out.getLength());
    
    //Read the int[] object as written by ObjectWritable, but
    //""going around"" ObjectWritable
    @SuppressWarnings(""deprecation"")
    String className = UTF8.readString(in);
    assertEquals(""The int[] written by ObjectWritable as a non-compact array ""
        + ""was not labelled as an array of int"", 
        i.getClass().getName(), className);
    
    int length = in.readInt();
    assertEquals(""The int[] written by ObjectWritable as a non-compact array ""
        + ""was not expected length"", i.length, length);
    
    int[] readValue = new int[length];
    try {
      for (int i = 0; i < length; i++) {
        readValue[i] = (int)((Integer)ObjectWritable.readObject(in, null));
      }",Eager Test
"@Test
  public void testArrayWritableToArray() {
    Text[] elements = {new Text(""zero""), new Text(""one""), new Text(""two"")}",No Smells
"@Test
  public void testThrowUndefinedValueException() throws IOException {
    // Get a buffer containing a simple text array
    Text[] elements = {new Text(""zero""), new Text(""one""), new Text(""two"")}",Eager Test
"@Test
  public void testIOExceptionInWriterConstructor() {
    Path dirNameSpy = spy(TEST_FILE);
    BloomMapFile.Reader reader = null;
    BloomMapFile.Writer writer = null;
    try {
      writer = new BloomMapFile.Writer(conf, TEST_FILE,
          MapFile.Writer.keyClass(IntWritable.class),
          MapFile.Writer.valueClass(Text.class));
      writer.append(new IntWritable(1), new Text(""123124142""));
      writer.close();

      when(dirNameSpy.getFileSystem(conf)).thenThrow(new IOException());
      reader = new BloomMapFile.Reader(dirNameSpy, conf,
          MapFile.Reader.comparator(new WritableComparator(IntWritable.class)));

      assertNull(""testIOExceptionInWriterConstructor error !!!"",
          reader.getBloomFilter());
    }",Mystery Guest
"@Test
  public void testMembershipVaryingSizedKeysTest1() throws Exception {
    ArrayList<Text> list = new ArrayList<Text>();
    list.add(new Text(""A""));
    list.add(new Text(""BB""));
    checkMembershipVaryingSizedKeys(list);
  }",No Smells
"@Test
  public void testCommonMethods() {    
    assertTrue(""testCommonMethods1 error !!!"", newInstance(true).equals(newInstance(true)));
    assertTrue(""testCommonMethods2 error  !!!"", newInstance(false).equals(newInstance(false)));
    assertFalse(""testCommonMethods3 error !!!"", newInstance(false).equals(newInstance(true)));
    assertTrue(""testCommonMethods4 error !!!"", checkHashCode(newInstance(true), newInstance(true)));
    assertFalse(""testCommonMethods5 error !!! "", checkHashCode(newInstance(true), newInstance(false)));
    assertTrue(""testCommonMethods6 error !!!"", newInstance(true).compareTo(newInstance(false)) > 0 );
    assertTrue(""testCommonMethods7 error !!!"", newInstance(false).compareTo(newInstance(true)) < 0 );
    assertTrue(""testCommonMethods8 error !!!"", newInstance(false).compareTo(newInstance(false)) == 0 );
    assertEquals(""testCommonMethods9 error !!!"", ""true"", newInstance(true).toString());
  }",No Smells
"@Test
  public void testCompare() throws Exception {
    byte[][] values = new byte[][]{""abc"".getBytes(), 
                                   ""ad"".getBytes(),
                                   ""abcd"".getBytes(),
                                   """".getBytes(),
                                   ""b"".getBytes()}",Eager Test
"@Test
  public void testSerializeAndDeserializeNull() throws IOException {

    boolean gotException = false;
    try {
      new EnumSetWritable<TestEnumSet>(null);
    }",No Smells
"@Test
  public void testBazWritable() throws Exception {
    System.out.println(""Testing for GenericWritable to find class names"");
    FooGenericWritable generic = new FooGenericWritable();
    generic.setConf(conf);
    Baz baz = new Baz();
    generic.set(baz);
    TestWritable.testWritable(generic, conf);
  }",No Smells
"@Test
  public void testGet() throws Exception {
    Foo foo = new Foo();
    FooGenericWritable generic = new FooGenericWritable();
    generic.set(foo);
    assertEquals(foo, generic.get());
  }",No Smells
"@Test
  public void testSet() throws Exception {
    Foo foo = new Foo();
    FooGenericWritable generic = new FooGenericWritable();
    //exception should not occur
    generic.set(foo);

    try {
      //exception should occur, since IntWritable is not registered
      generic = new FooGenericWritable();
      generic.set(new IntWritable(1));
      fail(""Generic writable should have thrown an exception for a Writable not registered"");
    }",No Smells
"@Test
  public void testCloseStreams() throws IOException {
    File tmpFile = null;
    FileOutputStream fos;
    BufferedOutputStream bos;
    FileOutputStream nullStream = null;

    try {
      tmpFile = new File(GenericTestUtils.getTestDir(), ""testCloseStreams.txt"");
      fos = new FileOutputStream(tmpFile) {
        @Override
        public void close() throws IOException {
          throw new IOException();
        }",Mystery Guest + Resource Optimism
"@Test
  public void testFix() {
    final String INDEX_LESS_MAP_FILE = ""testFix.mapfile"";
    int PAIR_SIZE = 20;
    MapFile.Writer writer = null;
    try {
      FileSystem fs = FileSystem.getLocal(conf);
      Path dir = new Path(TEST_DIR, INDEX_LESS_MAP_FILE);
      writer = createWriter(INDEX_LESS_MAP_FILE, IntWritable.class, Text.class);
      for (int i = 0; i < PAIR_SIZE; i++)
        writer.append(new IntWritable(0), new Text(""value""));
      writer.close();

      File indexFile = new File(""."", ""."" + INDEX_LESS_MAP_FILE + ""/index"");
      boolean isDeleted = false;
      if (indexFile.exists())
        isDeleted = indexFile.delete();

      if (isDeleted)
        assertTrue(""testFix error !!!"",
            MapFile.fix(fs, dir, IntWritable.class, Text.class, true, conf) == PAIR_SIZE);
    }",Mystery Guest + Resource Optimism
"@Test
  public void testGetClosestOnCurrentApi() throws Exception {
    final String TEST_PREFIX = ""testGetClosestOnCurrentApi.mapfile"";
    MapFile.Writer writer = null;
    MapFile.Reader reader = null;
    try {
      writer = createWriter(TEST_PREFIX, Text.class, Text.class);
      int FIRST_KEY = 1;
      // Test keys: 11,21,31,...,91
      for (int i = FIRST_KEY; i < 100; i += 10) {      
        Text t = new Text(Integer.toString(i));
        writer.append(t, t);
      }",Eager Test
"@Test
  public void testPathExplosionWriterCreation() {
    Path path = new Path(TEST_DIR, ""testPathExplosionWriterCreation.mapfile"");
    String TEST_ERROR_MESSAGE = ""Mkdirs failed to create directory ""
        + path.getName();
    MapFile.Writer writer = null;
    try {
      FileSystem fsSpy = spy(FileSystem.get(conf));
      Path pathSpy = spy(path);
      when(fsSpy.mkdirs(path)).thenThrow(new IOException(TEST_ERROR_MESSAGE));

      when(pathSpy.getFileSystem(conf)).thenReturn(fsSpy);

      writer = new MapFile.Writer(conf, pathSpy,
          MapFile.Writer.keyClass(IntWritable.class),
          MapFile.Writer.valueClass(IntWritable.class));
      fail(""fail in testPathExplosionWriterCreation !!!"");
    }",Mystery Guest
"@Test
  public void testReaderGetClosest() throws Exception {
    final String TEST_METHOD_KEY = ""testReaderWithWrongKeyClass.mapfile"";
    MapFile.Writer writer = null;
    MapFile.Reader reader = null;
    try {
      writer = createWriter(TEST_METHOD_KEY, IntWritable.class, Text.class);

      for (int i = 0; i < 10; i++)
        writer.append(new IntWritable(i), new Text(""value"" + i));
      writer.close();

      reader = createReader(TEST_METHOD_KEY, Text.class);
      reader.getClosest(new Text(""2""), new Text(""""));
      fail(""no excepted exception in testReaderWithWrongKeyClass !!!"");
    }",Mystery Guest
"@Test
  public void testRenameWithException() {
    final String ERROR_MESSAGE = ""Can't rename file"";
    final String NEW_FILE_NAME = ""test-new.mapfile"";
    final String OLD_FILE_NAME = ""test-old.mapfile"";
    MapFile.Writer writer = null;
    try {
      FileSystem fs = FileSystem.getLocal(conf);
      FileSystem spyFs = spy(fs);

      writer = createWriter(OLD_FILE_NAME, IntWritable.class, IntWritable.class);
      writer.close();

      Path oldDir = new Path(TEST_DIR, OLD_FILE_NAME);
      Path newDir = new Path(TEST_DIR, NEW_FILE_NAME);
      when(spyFs.rename(oldDir, newDir)).thenThrow(
          new IOException(ERROR_MESSAGE));

      MapFile.rename(spyFs, oldDir.toString(), newDir.toString());
      fail(""testRenameWithException no exception error !!!"");
    }",Mystery Guest
"@Test
  public void testToString() {
    MapWritable map = new MapWritable();
    final IntWritable key = new IntWritable(5);
    final Text value = new Text(""value"");
    map.put(key, value);
    assertEquals(""{5=value}",No Smells
"@Test
  public void testClose() throws IOException {
    Configuration conf = new Configuration();
    LocalFileSystem fs = FileSystem.getLocal(conf);
  
    // create a sequence file 1
    Path path1 = new Path(GenericTestUtils.getTempPath(""test1.seq""));
    SequenceFile.Writer writer = SequenceFile.createWriter(fs, conf, path1,
        Text.class, NullWritable.class, CompressionType.BLOCK);
    writer.append(new Text(""file1-1""), NullWritable.get());
    writer.append(new Text(""file1-2""), NullWritable.get());
    writer.close();
  
    Path path2 = new Path(GenericTestUtils.getTempPath(""test2.seq""));
    writer = SequenceFile.createWriter(fs, conf, path2, Text.class,
        NullWritable.class, CompressionType.BLOCK);
    writer.append(new Text(""file2-1""), NullWritable.get());
    writer.append(new Text(""file2-2""), NullWritable.get());
    writer.close();
  
    // Create a reader which uses 4 BuiltInZLibInflater instances
    SequenceFile.Reader reader = new SequenceFile.Reader(fs, path1, conf);
    // Returns the 4 BuiltInZLibInflater instances to the CodecPool
    reader.close();
    // The second close _could_ erroneously returns the same 
    // 4 BuiltInZLibInflater instances to the CodecPool again
    reader.close();
  
    // The first reader gets 4 BuiltInZLibInflater instances from the CodecPool
    SequenceFile.Reader reader1 = new SequenceFile.Reader(fs, path1, conf);
    // read first value from reader1
    Text text = new Text();
    reader1.next(text);
    assertEquals(""file1-1"", text.toString());
    
    // The second reader _could_ get the same 4 BuiltInZLibInflater 
    // instances from the CodePool as reader1
    SequenceFile.Reader reader2 = new SequenceFile.Reader(fs, path2, conf);
    
    // read first value from reader2
    reader2.next(text);
    assertEquals(""file2-1"", text.toString());
    // read second value from reader1
    reader1.next(text);
    assertEquals(""file1-2"", text.toString());
    // read second value from reader2 (this throws an exception)
    reader2.next(text);
    assertEquals(""file2-2"", text.toString());
  
    assertFalse(reader1.next(text));
    assertFalse(reader2.next(text));
  }",Mystery Guest + Resource Optimism
"@Test
  public void testCreateUsesFsArg() throws Exception {
    FileSystem fs = FileSystem.getLocal(conf);
    FileSystem spyFs = Mockito.spy(fs);
    Path p = new Path(GenericTestUtils.getTempPath(""testCreateUsesFSArg.seq""));
    SequenceFile.Writer writer = SequenceFile.createWriter(
        spyFs, conf, p, NullWritable.class, NullWritable.class);
    writer.close();
    Mockito.verify(spyFs).getDefaultReplication(p);
  }",Mystery Guest + Resource Optimism
"@Test
  public void testCreateWriterOnExistingFile() throws IOException {
    Configuration conf = new Configuration();
    FileSystem fs = FileSystem.getLocal(conf);
    Path name = new Path(new Path(GenericTestUtils.getTempPath(
        ""createWriterOnExistingFile"")), ""file"");

    fs.create(name);
    SequenceFile.createWriter(fs, conf, name, RandomDatum.class,
        RandomDatum.class, 512, (short) 1, 4096, false,
        CompressionType.NONE, null, new Metadata());
  }",Mystery Guest
"@Test
  public void testSerializationAvailability() throws IOException {
    Configuration conf = new Configuration();
    Path path = new Path(GenericTestUtils.getTempPath(
        ""serializationAvailability""));
    // Check if any serializers aren't found.
    try {
      SequenceFile.createWriter(
          conf,
          SequenceFile.Writer.file(path),
          SequenceFile.Writer.keyClass(String.class),
          SequenceFile.Writer.valueClass(NullWritable.class));
      // Note: This may also fail someday if JavaSerialization
      // is activated by default.
      fail(""Must throw IOException for missing serializer for the Key class"");
    }",Eager Test + Mystery Guest
"@Test
  public void testSetFileAccessMethods() {
    try {
      FileSystem fs = FileSystem.getLocal(conf);
      int size = 10;
      writeData(fs, size);
      SetFile.Reader reader = createReader(fs);
      assertTrue(""testSetFileWithConstruction1 error !!!"", reader.next(new IntWritable(0)));
      // don't know why reader.get(i) return i+1
      assertEquals(""testSetFileWithConstruction2 error !!!"", new IntWritable(size/2 + 1), reader.get(new IntWritable(size/2)));      
      assertNull(""testSetFileWithConstruction3 error !!!"", reader.get(new IntWritable(size*2)));
    }",Eager Test + Mystery Guest
"@Test
  public void testAvroReflect() throws Exception {
    AvroTestUtil.testReflect
            (new Text(""foo""),
                    ""{\""type\"":\""string\"",\""java-class\"":\""org.apache.hadoop.io.Text\""}",No Smells
"@Test
  public void testBytesToCodePoint() {
    try {
      ByteBuffer bytes = ByteBuffer.wrap(new byte[] {-2, 45, 23, 12, 76, 89}",No Smells
"@Test
  public void testCoding() throws Exception {
    String before = ""Bad \t encoding \t testcase"";
    Text text = new Text(before);
    String after = text.toString();
    assertTrue(before.equals(after));

    for (int i = 0; i < NUM_ITERATIONS; i++) {
      // generate a random string
      if (i == 0)
        before = getLongString();
      else
        before = getTestString();
    
      // test string to utf8
      ByteBuffer bb = Text.encode(before);
          
      byte[] utf8Text = bb.array();
      byte[] utf8Java = before.getBytes(StandardCharsets.UTF_8);
      assertEquals(0, WritableComparator.compareBytes(
              utf8Text, 0, bb.limit(),
              utf8Java, 0, utf8Java.length));
      // test utf8 to string
      after = Text.decode(utf8Java);
      assertTrue(before.equals(after));
    }",Eager Test
